name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Hồ Chí Minh, Việt Nam",9/8/2021,32,26,27.9,40.6,26,31.9,25.1,84.9,10.1,100,8.33,rain,0,0,38.9,22.3,228.2,1006.5,58.6,10.1,210,18.2,8,,2021-09-08T05:43:10,2021-09-08T17:58:34,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",9/9/2021,32,25,27.2,39.2,25,29.6,24.9,87.9,3.7,100,8.33,rain,0,0,48.2,40.7,228.1,1007.8,70,9.8,146,12.6,6,,2021-09-09T05:43:07,2021-09-09T17:57:55,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",9/10/2021,30.1,25,27.3,36.2,25,30.5,25.4,89.8,0.8,100,8.33,rain,0,0,38.2,24.1,248.2,1008.2,74.7,9.9,110,9.4,6,,2021-09-10T05:43:03,2021-09-10T17:57:17,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",9/11/2021,32,26,28,39.2,26,31.2,24.9,84,0.2,100,4.17,rain,0,0,58.3,31.7,277.4,1006.8,64,10.1,173.6,15,7,,2021-09-11T05:43:00,2021-09-11T17:56:38,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",9/12/2021,31,24,27.2,37.6,24,29.6,24.8,87.5,10.4,100,8.33,rain,0,0,72.4,31.7,266.3,1004.7,68.6,9.7,197.8,17.1,8,,2021-09-12T05:42:56,2021-09-12T17:56:00,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",9/13/2021,32.1,25,27.1,40.6,25,29.5,25.4,90.9,0.2,100,8.33,rain,0,0,39.6,19.2,262.3,1005.7,65.3,9.6,203.7,17.5,8,,2021-09-13T05:42:53,2021-09-13T17:55:21,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",9/14/2021,30,24,26.8,37.4,24,29.7,25.7,94.2,8,100,8.33,rain,0,0,40.7,24.1,226,1008.1,71.5,8.9,137.6,11.8,7,,2021-09-14T05:42:49,2021-09-14T17:54:42,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",9/15/2021,31,25,27.4,37.7,25,30,24.6,85.6,69,100,4.17,rain,0,0,27.4,18.4,201.9,1010,72.8,10.2,136.8,11.8,6,,2021-09-15T05:42:46,2021-09-15T17:54:03,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",9/16/2021,32,25,28,40.4,25,31.6,25.3,86.4,0.2,100,8.33,rain,0,0,18.4,11.2,235,1009.6,62,9.5,223,19.3,8,,2021-09-16T05:42:42,2021-09-16T17:53:24,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",9/17/2021,33,25,28.1,39.2,25,31.5,24.6,82.8,20.2,100,8.33,rain,0,0,16.2,20.5,223,1009.1,65.2,9.5,215.2,18.7,8,,2021-09-17T05:42:38,2021-09-17T17:52:44,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",9/18/2021,33.8,25,27.5,40.3,25,30.4,24.5,84.5,3.3,100,37.5,rain,0,0,24.5,13,218.2,1008.6,56.1,9.7,260.6,22.5,10,,2021-09-18T05:42:35,2021-09-18T17:52:05,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",9/19/2021,30,24,26.6,36,24,28.4,24.7,90.1,12.1,100,12.5,rain,0,0,29.5,13,288.4,1008.5,79.4,8.4,108.9,9.6,4,,2021-09-19T05:42:31,2021-09-19T17:51:26,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",9/20/2021,32,24,27,37.9,24,29.3,24.1,84.8,0.4,100,8.33,rain,0,0,35.6,26.1,249.2,1008.4,71.7,10,175.5,15.1,8,,2021-09-20T05:42:27,2021-09-20T17:50:47,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",9/21/2021,32,25,27.2,37.9,25,28.9,24.3,85,5.7,100,25,rain,0,0,35.6,22.3,218.2,1008.2,73.3,10.1,229.2,19.8,9,,2021-09-21T05:42:24,2021-09-21T17:50:08,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",9/22/2021,32,25,27.6,39.2,25,30.6,24.8,85.1,12,100,4.17,rain,0,0,35.3,18.4,238.6,1008.2,58.8,10.1,175.6,15.1,7,,2021-09-22T05:42:20,2021-09-22T17:49:29,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",9/23/2021,32,25,27.7,36.8,25,30,24.1,82.4,0.1,100,4.17,rain,0,0,41,19.3,294.3,1008.6,79.2,9.9,139.1,12.2,6,,2021-09-23T05:42:17,2021-09-23T17:48:50,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",9/24/2021,33,24,27.3,40.6,24,30.1,25.2,89.1,1.4,100,8.33,rain,0,0,29.5,16,233.2,1008.5,80.8,9.9,108.2,9.3,5,,2021-09-24T05:42:14,2021-09-24T17:48:11,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",9/25/2021,31,24,26.9,37.7,24,28.6,25,89.9,7.4,100,4.17,rain,0,0,27.4,22.3,236,1008.1,69.8,9.5,204.9,17.7,7,,2021-09-25T05:42:11,2021-09-25T17:47:33,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",9/26/2021,32,25,26.6,39.2,25,28.5,24.9,91.7,3.1,100,8.33,rain,0,0,25.6,11.2,110.6,1007.7,82.3,9.5,153.8,13.3,7,,2021-09-26T05:42:08,2021-09-26T17:46:54,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",9/27/2021,33,24,28.6,40.2,24,32.3,24.5,80.1,1.9,100,33.33,rain,0,0,31.7,16.6,132.1,1007.9,50.8,10,236.7,20.3,8,,2021-09-27T05:42:05,2021-09-27T17:46:16,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",9/28/2021,33.9,26,29,39.2,26,33.6,25,80.9,0.1,100,4.17,rain,0,0,22,14.1,103.9,1008.2,57.5,9.5,244.6,21,8,,2021-09-28T05:42:02,2021-09-28T17:45:38,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",9/29/2021,33,26,28.6,40.6,26,32.9,25,81.8,0.1,100,4.17,rain,0,0,18.4,16.6,225,1007.7,63.6,9.5,241.2,20.8,9,,2021-09-29T05:42:00,2021-09-29T17:45:00,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",9/30/2021,32,25,27.6,39.2,25,30.8,25.1,87,35,100,12.5,rain,0,0,19.1,11.2,247.2,1008.5,71.4,9.1,203,17.5,8,,2021-09-30T05:41:58,2021-09-30T17:44:23,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/1/2021,32,25,27.7,39.2,25,31,25.2,86.7,10.9,100,50,rain,0,0,22.3,18.4,263.5,1009.2,64.5,9.1,166.7,14.4,6,,2021-10-01T05:41:56,2021-10-01T17:43:45,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/2/2021,29,24,25.8,35.6,24,27.7,24.5,93,10.4,100,66.67,rain,0,0,24.5,22.3,274.9,1009.7,82.3,9.1,153.5,13.4,8,,2021-10-02T05:41:54,2021-10-02T17:43:08,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/3/2021,30,24,27,36.2,24,29.9,24.5,87,9.7,100,70.83,rain,0,0,19.4,9.4,70.6,1008.7,58.1,9.8,119.9,10.3,6,,2021-10-03T05:41:53,2021-10-03T17:42:32,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/4/2021,32,25,27.9,39.2,25,31.3,25.1,85.6,0.1,100,4.17,rain,0,0,22.3,13,320.4,1007,72.8,9.2,172.3,14.9,7,,2021-10-04T05:41:52,2021-10-04T17:41:55,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/5/2021,32,24.1,27.4,39.2,24.1,29.8,24.8,86.9,22.1,100,8.33,rain,0,0,26.3,20.5,218,1005.8,79.4,8.5,195.9,16.8,8,,2021-10-05T05:41:51,2021-10-05T17:41:19,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/6/2021,29,25,26.6,34.5,25,28.9,25.6,94.6,12.1,100,8.33,rain,0,0,23.4,9.4,260,1004.7,82.7,8.3,73.1,6.5,3,,2021-10-06T05:41:51,2021-10-06T17:40:44,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/7/2021,30,24,26.9,36.2,24,29.4,25.2,91.1,10,100,12.5,rain,0,0,37.4,16.6,266,1004.1,73.8,8.6,154.6,13.1,6,,2021-10-07T05:41:51,2021-10-07T17:40:09,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS,remote"
"Hồ Chí Minh, Việt Nam",10/8/2021,31.1,25,27.8,39.1,25,31.9,25.4,87.5,5,100,4.17,rain,0,0,33.1,22.3,260.7,1004.6,69.8,9.9,154.1,13.2,6,,2021-10-08T05:41:51,2021-10-08T17:39:34,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/9/2021,31,25.2,27.2,39.1,25.2,30,25.6,91.2,5.3,100,4.17,rain,0,0,51.8,28.4,259.1,1006.4,69.9,10,169.9,14.7,7,,2021-10-09T05:41:52,2021-10-09T17:39:00,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/10/2021,32,26,28.1,40.6,26,32.7,25.8,88.1,0.9,100,8.33,rain,0,0,47.5,24.1,255.9,1005.9,61.8,10.1,192.7,16.7,8,,2021-10-10T05:41:53,2021-10-10T17:38:26,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/11/2021,30,24,27.1,36.8,24,30.9,25.4,90.7,15,100,8.33,rain,0,0,36,20.5,251,1005.3,71.6,9.2,104.8,8.9,5,,2021-10-11T05:41:54,2021-10-11T17:37:53,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/12/2021,31,25,27.4,37.7,25,30.3,25,87.7,50,100,8.33,rain,0,0,41.8,29.5,258.6,1005,85.7,9,99.3,8.7,5,,2021-10-12T05:41:56,2021-10-12T17:37:21,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/13/2021,32,26,28.2,39.2,26,32,25,83.6,11.8,100,58.33,rain,0,0,47.5,27.7,262.8,1004,69,10.3,124.7,10.8,7,,2021-10-13T05:41:59,2021-10-13T17:36:49,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/14/2021,32,26.9,28.4,39.2,31,33.9,25.8,86.4,7,100,4.17,rain,0,0,44.3,25.9,238.1,1005.3,74.5,10,162.2,14,7,,2021-10-14T05:42:02,2021-10-14T17:36:17,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/15/2021,34,25,28.4,40.6,25,32.4,25.2,84,0.7,100,4.17,rain,0,0,34.9,29.5,245.2,1006.5,65.1,9.8,175.2,15.1,7,,2021-10-15T05:42:05,2021-10-15T17:35:46,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/16/2021,29,25,26.4,36.4,25,28.3,24.8,91.3,8,100,8.33,rain,0,0,34.2,11.2,351.2,1007.8,88.9,8.9,115,9.8,5,,2021-10-16T05:42:09,2021-10-16T17:35:16,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/17/2021,30,23,26.3,35.1,23,27.9,23.4,84.9,3,100,37.5,rain,0,0,61.2,25.2,301,1008.5,75.6,9.9,163,14,7,,2021-10-17T05:42:13,2021-10-17T17:34:46,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/18/2021,32,26,28.6,39,26,32.2,24.4,79.2,0.3,100,12.5,rain,0,0,24.1,13,137.9,1009.8,47.9,10.3,211,18.3,8,,2021-10-18T05:42:18,2021-10-18T17:34:17,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/19/2021,33,26,28.9,39.2,26,33.6,25.1,80.7,3,100,8.33,rain,0,0,24.8,16.6,130.1,1012.3,47.9,10.3,218.3,18.9,7,,2021-10-19T05:42:23,2021-10-19T17:33:49,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/20/2021,31.9,25,27.1,39.1,25,29.8,25.4,90.8,9,100,4.17,rain,0,0,19.4,14.8,177.5,1012.4,58.5,8.1,115.9,9.9,5,,2021-10-20T05:42:29,2021-10-20T17:33:22,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/21/2021,32,25,27.7,39.2,25,30.5,24.3,83,10,100,4.17,rain,0,0,22,14.8,114.9,1011.7,65.5,8.4,189.9,16.4,7,,2021-10-21T05:42:36,2021-10-21T17:32:55,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/22/2021,32,25,27.7,39.2,25,31.1,24.8,84.8,8,100,4.17,rain,0,0,24.1,12.8,94.5,1011.8,58.8,8.9,169.6,14.6,7,,2021-10-22T05:42:43,2021-10-22T17:32:29,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/23/2021,34,24,27.6,39.3,24,29.8,24.3,84.7,60,100,4.17,rain,0,0,24.1,18.4,286.8,1011.8,61.3,8.1,211.7,18.2,8,,2021-10-23T05:42:51,2021-10-23T17:32:04,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/24/2021,33,24,27.3,39.2,24,29.6,24.7,87.6,67,100,8.33,rain,0,0,22.3,16,318.3,1010.5,55,7.8,222.5,19.2,8,,2021-10-24T05:42:59,2021-10-24T17:31:40,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/25/2021,31,24,27.3,39.1,24,30,24.3,84.8,5.5,100,29.17,rain,0,0,23.8,10.8,9.5,1009.3,72.5,9.5,198.6,17,9,,2021-10-25T05:43:08,2021-10-25T17:31:16,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS,remote"
"Hồ Chí Minh, Việt Nam",10/26/2021,31.9,25,28,34.9,25,30.1,22.3,72.4,1.4,100,16.67,rain,0,0,28.8,16.6,16.5,1008.2,71.5,10.1,119.3,10.3,4,,2021-10-26T05:43:17,2021-10-26T17:30:53,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/27/2021,29,24,26.6,33.6,24,27.9,23.5,83.8,1,100,4.17,rain,0,0,31.3,16.6,326.3,1008.8,99.7,9,54.7,4.8,3,,2021-10-27T05:43:27,2021-10-27T17:30:31,0.72,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/28/2021,32.9,24,28.4,38,24,31.2,22.9,73.6,0,0,0,,0,0,24.8,16.6,130.2,1010.3,55.1,10.3,250.2,21.4,8,,2021-10-28T05:43:38,2021-10-28T17:30:10,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/29/2021,35,26,29.1,39.5,26,33.4,24.5,77.9,1.9,100,8.33,rain,0,0,28.1,16.6,111.5,1011.4,46,10.3,230.2,19.8,9,,2021-10-29T05:43:50,2021-10-29T17:29:50,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/30/2021,33,25,28.3,39.2,25,31.6,24.4,80.8,0.1,100,4.17,rain,0,0,31.3,16.6,84.8,1011.6,65.8,9.1,211.3,18.2,7,,2021-10-30T05:44:02,2021-10-30T17:29:31,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",10/31/2021,33,25,28.1,39.2,25,31.4,24.4,81.5,5.6,100,16.67,rain,0,0,30.6,22.5,81.1,1011.8,50.7,9.9,199.4,17.2,8,,2021-10-31T05:44:14,2021-10-31T17:29:13,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",11/1/2021,34,25,28.8,40.6,25,32.6,24.7,79.9,0.1,100,4.17,rain,0,0,32,16.1,96.5,1011,49.1,9.2,225.9,19.6,8,,2021-11-01T05:44:28,2021-11-01T17:28:56,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",11/2/2021,34,25,29.2,38.3,25,32,23.4,73.4,0,0,0,,0,0,24.1,14.8,88.8,1010.7,45.6,9.9,232.7,20.1,8,,2021-11-02T05:44:42,2021-11-02T17:28:39,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",11/3/2021,34,25,29.5,37.3,25,32.5,23.1,70.8,0.5,100,16.67,rain,0,0,23.8,11.2,132.9,1009.9,44,9.6,223.1,19.4,8,,2021-11-03T05:44:57,2021-11-03T17:28:24,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",11/4/2021,34,25,29.3,37.3,25,32,22.6,69.2,0.3,100,8.33,rain,0,0,25.9,18,120,1009.7,47.5,9.8,202.8,17.6,7,,2021-11-04T05:45:12,2021-11-04T17:28:10,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",11/5/2021,33,25,28.6,39.2,25,31.5,23.8,76.7,4.1,100,16.67,rain,0,0,26.3,18.4,118.6,1008.6,40.2,9.9,202.4,17.5,8,,2021-11-05T05:45:28,2021-11-05T17:27:56,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",11/6/2021,34,25,29.1,38.3,25,32.5,23.7,74.5,3,100,20.83,rain,0,0,24.5,14.8,119.1,1007,46,9.9,188,16.3,8,,2021-11-06T05:45:45,2021-11-06T17:27:44,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",11/7/2021,33.8,25,29.1,39.3,25,33.6,24.5,77.5,4.7,100,20.83,rain,0,0,24.1,14.8,118.6,1007,57.9,10,203.6,17.4,8,,2021-11-07T05:46:02,2021-11-07T17:27:33,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",11/8/2021,34,26,29.8,40.6,26,33.8,23.8,71.7,0.5,100,8.33,rain,0,0,38.9,22.3,117.8,1008.1,55.3,10.2,212.8,18.3,8,,2021-11-08T05:46:20,2021-11-08T17:27:22,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",11/9/2021,31.9,25,28.1,36.5,25,31,24,79.8,2.1,100,29.17,rain,0,0,33.1,9.4,12.3,1009,68.3,8.7,130.1,11.2,6,,2021-11-09T05:46:39,2021-11-09T17:27:13,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",11/10/2021,33,25,28.6,39.2,25,31.1,23.2,74.4,0.6,100,25,rain,0,0,35.3,14.8,28.5,1009,46.5,9.8,185.2,16,7,,2021-11-10T05:46:59,2021-11-10T17:27:05,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",11/11/2021,31,25,26.8,36.5,25,28.4,23.9,84.5,0.3,100,4.17,rain,0,0,41,13,34.9,1009.2,76.1,9.5,70.1,6,4,,2021-11-11T05:47:19,2021-11-11T17:26:58,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",11/12/2021,34,24,27.9,39.3,24,30.9,24.4,82.9,0.1,100,4.17,rain,0,0,40.3,14.8,37.7,1009.4,55.5,9.1,195.2,16.9,7,,2021-11-12T05:47:39,2021-11-12T17:26:52,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",11/13/2021,33,25,28.6,38.1,25,31.4,23.9,77.8,3.3,100,37.5,rain,0,0,31.3,22.3,110.9,1009.5,47.1,9.2,206.5,17.8,8,,2021-11-13T05:48:01,2021-11-13T17:26:47,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",11/14/2021,30,25,26.8,35.1,25,28.6,24.2,86.1,0.3,100,4.17,rain,0,0,29.9,11.2,40,1010.2,63.6,9.1,139,12.2,5,,2021-11-14T05:48:23,2021-11-14T17:26:43,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",11/15/2021,32,24,27.8,37.9,24,30.4,24,81.3,6.4,100,33.33,rain,0,0,37.1,14.8,112.7,1008.3,53.9,9.4,130.3,11.2,4,,2021-11-15T05:48:46,2021-11-15T17:26:40,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",11/16/2021,32,25,27.8,37.9,25,30.7,24,80.7,2.2,100,4.17,rain,0,0,34.2,14.8,89.6,1008.9,61.6,9.1,78.7,6.6,5,,2021-11-16T05:49:09,2021-11-16T17:26:38,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",11/17/2021,34,25,27.9,39.3,25,30.5,24.9,85.7,0.5,100,4.17,rain,0,0,34.6,13,73,1009,64.1,8,157.4,13.5,6,,2021-11-17T05:49:33,2021-11-17T17:26:38,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",11/18/2021,32,25,27.7,37.9,25,30.5,24.7,84.8,12.1,100,4.17,rain,0,0,36,13,79.7,1008.4,65.1,8.4,184,16,8,,2021-11-18T05:49:57,2021-11-18T17:26:38,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",11/19/2021,33,25,28.5,39.2,25,31.9,24.6,81.1,1.3,100,33.33,rain,0,0,23.8,14.8,305.1,1007.1,53,8.5,209.9,18,8,,2021-11-19T05:50:22,2021-11-19T17:26:40,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48894099999,48900099999,VVTS"
"Hồ Chí Minh, Việt Nam",11/20/2021,31,25,27.1,37.7,25,29.5,25.1,89.1,15.3,100,8.33,rain,0,0,20.9,16.6,269.1,1007.2,69.8,8.5,177.2,15.2,7,,2021-11-20T05:50:48,2021-11-20T17:26:42,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48894099999,48900099999,VVTS"
