name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Đà Nẵng, Việt Nam",2017-12-15,27.3,22,24.4,29.4,22,24.7,21.7,85.7,0.515,100,8.33,rain,0,0,22.3,18.3,352.7,1015.5,61.7,7.6,203.1,17.5,8,,2017-12-15T06:06:51,2017-12-15T17:17:30,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2017-12-16,27,22,23.6,29.6,22,23.8,20.9,85.2,1.747,100,16.67,rain,0,0,50.8,18.4,39.8,1018.5,67.2,7,171.6,14.8,7,,2017-12-16T06:07:24,2017-12-16T17:17:56,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2017-12-17,22,18,19.1,22,18,19.1,16.4,84.8,47.065,100,16.67,rain,0,0,42.8,38.7,352.4,1022.4,78.2,6.1,72.6,6.2,3,,2017-12-17T06:07:56,2017-12-17T17:18:22,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2017-12-18,22,17,19.3,22,17,19.3,13.7,70.4,4.001,100,12.5,rain,0,0,44.3,33.4,346.3,1022.6,68,8,104.4,8.9,3,,2017-12-18T06:08:28,2017-12-18T17:18:49,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2017-12-19,21.1,17,18.8,21.1,17,18.8,12.2,66,4.083,100,8.33,rain,0,0,52.6,38.8,342.6,1023.4,62.1,8.4,208.9,17.9,7,,2017-12-19T06:09:00,2017-12-19T17:19:17,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2017-12-20,19.1,17,18.3,19.1,17,18.3,11.6,65.3,0.004,100,4.17,rain,0,0,46.4,22.3,324,1024.4,68.4,8,120.9,10.4,4,,2017-12-20T06:09:31,2017-12-20T17:19:45,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2017-12-21,19,17,17.8,19,17,17.8,15.4,85.9,0.323,100,12.5,rain,0,0,35.6,24,346,1022.1,79.9,6.9,112.4,9.5,4,,2017-12-21T06:10:01,2017-12-21T17:20:14,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2017-12-22,22,18,20,22,18,20,17.1,83.3,0.006,100,8.33,rain,0,0,25.9,5.5,237.2,1017.6,77.6,7.7,157.6,13.8,6,,2017-12-22T06:10:31,2017-12-22T17:20:44,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2017-12-23,23.1,19.7,21.2,23.1,19.7,21.2,19.8,92,0.603,100,12.5,rain,0,0,17.6,9.3,337.1,1014.8,81.7,6.4,195.5,16.9,7,,2017-12-23T06:11:01,2017-12-23T17:21:15,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2017-12-24,25,21,22.4,25,21,22.4,20.3,87.9,0.417,100,16.67,rain,0,0,43.2,16.5,346,1016.6,74,6.9,173.4,14.9,7,,2017-12-24T06:11:29,2017-12-24T17:21:46,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2017-12-25,25,20,22.1,25,20,22.1,18.6,81.1,1.03,100,12.5,rain,0,0,37.4,22.2,2,1016.5,72.8,7,151.5,13.1,6,,2017-12-25T06:11:57,2017-12-25T17:22:18,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2017-12-26,23,19,20.3,23,19,20.3,19.1,93.2,26.737,100,16.67,rain,0,0,40,18.3,327.1,1015.9,79.4,5.4,100.8,8.7,4,,2017-12-26T06:12:24,2017-12-26T17:22:50,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2017-12-27,22,20,20.5,22,20,20.5,19.2,92.4,15.034,100,16.67,rain,0,0,42.8,12.9,324.3,1015.9,82.9,6.6,146.2,12.6,5,,2017-12-27T06:12:51,2017-12-27T17:23:23,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2017-12-28,23,20,21,23,20,21,17.5,80.9,0.249,100,16.67,rain,0,0,29.5,14.7,318.9,1017,80,8.3,139.2,12,5,,2017-12-28T06:13:17,2017-12-28T17:23:56,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2017-12-29,24.1,20,21.6,24.1,20,21.6,19.3,87.2,0.544,100,16.67,rain,0,0,28.4,11.2,327.6,1017.5,77,7.6,141.1,12,5,,2017-12-29T06:13:41,2017-12-29T17:24:30,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2017-12-30,26,21,22.7,26,21,22.7,20.1,86,2.104,100,8.33,rain,0,0,34.6,12.9,8.2,1018.3,70.8,7.2,183.7,15.8,7,,2017-12-30T06:14:06,2017-12-30T17:25:04,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2017-12-31,25,21,22.9,25,21,22.9,19.5,81.6,0.103,100,4.17,rain,0,0,40.3,16.5,56.5,1018.5,67.5,7.2,201.5,17.4,8,,2017-12-31T06:14:29,2017-12-31T17:25:39,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-01,26,21,23,26,21,23,19.4,80.4,5.982,100,12.5,rain,0,0,23,14.7,61.7,1016.3,67.1,7.3,187.8,16.2,7,,2018-01-01T06:14:51,2018-01-01T17:26:13,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-02,26,21,23,26,21,23,20.3,85,1.101,100,12.5,rain,0,0,20.5,14.7,43.3,1015.1,86,7.1,195.2,17,8,,2018-01-02T06:15:12,2018-01-02T17:26:49,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-03,24,21.7,22.6,24,21.7,22.6,21.5,93.6,5.095,100,8.33,rain,0,0,27,7.6,324.4,1014,87.6,6.1,157.8,13.7,6,,2018-01-03T06:15:33,2018-01-03T17:27:24,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-04,26,22,23.3,26,22,23.3,22.1,92.8,1.146,100,12.5,rain,0,0,23.4,11.1,69.4,1013.1,87.6,6.2,184.2,16.2,7,,2018-01-04T06:15:52,2018-01-04T17:28:00,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-05,26,22,23.3,26,22,23.3,22.2,93.6,0.807,100,12.5,rain,0,0,15.5,12.9,338,1012,92.9,6.7,113.1,9.7,4,,2018-01-05T06:16:11,2018-01-05T17:28:35,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-06,28,23,24.6,31.3,23,25.5,22.5,88.5,0.101,100,4.17,rain,0,0,18,11.1,342.2,1010.9,67.6,6.8,206.2,17.8,8,,2018-01-06T06:16:28,2018-01-06T17:29:11,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-07,29,23,25.1,33.9,23,25.9,23,88.5,0,0,0,,0,0,25.2,11.2,115.9,1011.4,72.1,6.5,213,18.4,8,,2018-01-07T06:16:45,2018-01-07T17:29:47,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-08,32,24,26.7,39.3,24,28.7,24.2,86.9,0,0,0,,0,0,20.5,13,115.4,1011.5,55.4,7.1,177,15.3,7,,2018-01-08T06:17:00,2018-01-08T17:30:24,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-09,25,19,21.4,25,19,21.4,16.8,75.3,0.248,100,12.5,rain,0,0,58.3,25.9,341.9,1018.3,84.1,9.2,121,10.6,4,,2018-01-09T06:17:14,2018-01-09T17:31:00,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-10,22.1,16,19.7,22.1,16,19.7,14.7,73.3,0.001,100,4.17,rain,0,0,29.5,18.4,311.2,1021.2,90.3,9.4,141.4,12.3,5,,2018-01-10T06:17:28,2018-01-10T17:31:36,0.77,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-11,20,18,18.8,20,18,18.8,13.7,72.1,0.008,100,4.17,rain,0,0,35.3,16.6,312.4,1021.8,91.2,9.7,126.9,10.9,5,,2018-01-11T06:17:40,2018-01-11T17:32:12,0.8,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-12,18,16.4,17.3,18,16.4,17.3,14.1,81.4,0.903,100,12.5,rain,0,0,42.5,13,310.7,1021.7,91.8,9.5,83.5,7.2,3,,2018-01-12T06:17:51,2018-01-12T17:32:49,0.84,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-13,22,17,18.6,22,17,18.6,16.1,85.8,0.833,100,16.67,rain,0,0,38.5,14.8,329.2,1019.9,90.9,7.3,122.5,10.7,4,,2018-01-13T06:18:01,2018-01-13T17:33:25,0.87,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-14,22.3,16,19.7,22.3,16,19.7,17.1,85.1,0.146,100,12.5,rain,0,0,32.4,12.9,328.1,1018.3,90.6,7.2,156.8,13.4,6,,2018-01-14T06:18:10,2018-01-14T17:34:01,0.9,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-15,25,17,20.6,25,17,20.6,18.3,87.1,0,0,0,,0,0,28.1,14.8,318.1,1016,84,7.2,157.8,13.5,6,,2018-01-15T06:18:17,2018-01-15T17:34:37,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-16,24.7,20,22.2,24.7,20,22.2,19.7,86,0,0,0,,0,0,20.9,11.1,75.3,1013.8,87.6,6.8,221.6,19,8,,2018-01-16T06:18:24,2018-01-16T17:35:12,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-17,26,19,22.3,26,19,22.3,18.8,81.5,0,0,0,,0,0,20.5,11.2,80.4,1014.2,72,8.9,223.1,19.2,8,,2018-01-17T06:18:29,2018-01-17T17:35:48,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-18,26,17,21.6,26,17,21.6,17.5,78.8,0,0,0,,0,0,17.6,11.2,65.7,1014.4,46.2,9.7,230.7,19.9,8,,2018-01-18T06:18:33,2018-01-18T17:36:23,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-19,23,19,20.9,23,19,20.9,17.9,83.3,0.008,100,4.17,rain,0,0,20.2,7.6,234.3,1015.3,81.1,7.2,190.8,16.5,7,,2018-01-19T06:18:36,2018-01-19T17:36:58,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-20,25,21,21.9,25,21,21.9,19.9,88.8,1.103,100,8.33,rain,0,0,16.6,14.7,339.5,1013.9,90.9,6.4,179.2,15.5,7,,2018-01-20T06:18:38,2018-01-20T17:37:33,0.11,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-21,26.4,21,23.3,26.4,21,23.3,21.2,88.1,0.1,100,4.17,rain,0,0,18,11.2,40,1012.8,84,6.6,217.7,18.8,8,,2018-01-21T06:18:38,2018-01-21T17:38:07,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-22,26,22,23.5,26,22,23.5,21.3,87.7,0.15,100,8.33,rain,0,0,19.8,13,72.2,1012.4,90.3,6.5,204.9,17.6,7,,2018-01-22T06:18:38,2018-01-22T17:38:42,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-23,26,22,23.8,26,22,23.8,21.4,86.8,0.001,100,4.17,rain,0,0,23,11.2,74.5,1012.1,89.6,6.7,215.5,18.7,8,,2018-01-23T06:18:36,2018-01-23T17:39:15,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-24,25,19.9,23.6,25,19.9,23.6,22.1,91.9,3.017,100,8.33,rain,0,0,18.4,13,86.5,1011.2,92.5,6.5,211.2,18.2,8,,2018-01-24T06:18:33,2018-01-24T17:39:49,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"48855099999,VVDN,48852099999,VVPB,remote"
"Đà Nẵng, Việt Nam",2018-01-25,26,23,24,26,23,24,22.5,92,0.1,100,4.17,rain,0,0,22,13,97.8,1011,90.5,6.4,214.4,18.5,8,,2018-01-25T06:18:29,2018-01-25T17:40:22,0.25,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-26,26,23,24.3,26,23,24.3,22.1,87.8,0.1,100,4.17,rain,0,0,18.4,11.2,87.3,1012.3,78.8,7.2,235.5,20.2,8,,2018-01-26T06:18:23,2018-01-26T17:40:54,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-27,25,23,23.8,25,23,23.8,22.3,91.4,0.13,100,8.33,rain,0,0,24.5,13,91.2,1012.1,91.2,6.8,204.1,17.4,8,,2018-01-27T06:18:17,2018-01-27T17:41:26,0.35,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-28,28,23,24.8,31.3,23,25.3,22.9,89.8,0,0,0,,0,0,23.8,14.7,119.5,1011.2,77.4,7.3,237.4,20.5,9,,2018-01-28T06:18:09,2018-01-28T17:41:58,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-29,24.1,19,22.3,24.1,19,22.3,19.5,84.2,3.127,100,4.17,rain,0,0,42.8,24,16.2,1014.9,91.2,7.7,173,14.9,7,,2018-01-29T06:18:00,2018-01-29T17:42:29,0.42,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-01-30,23,16.9,20.1,23,16.9,20.1,16.2,78.7,0.002,100,4.17,rain,0,0,25.6,18.3,352.5,1016.2,90.9,9.6,157,13.6,6,,2018-01-30T06:17:50,2018-01-30T17:43:00,0.45,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"48855099999,VVDN,48852099999,VVPB,remote"
"Đà Nẵng, Việt Nam",2018-01-31,23,14.7,19.7,23,14.7,19.7,15.6,77.9,0.032,100,12.5,rain,0,0,41.4,25.9,335.1,1017.9,89.6,8.9,176.2,15,7,,2018-01-31T06:17:39,2018-01-31T17:43:31,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB,remote"
"Đà Nẵng, Việt Nam",2018-02-01,21,17,18.2,21,17,18.2,12.7,70.4,0.001,100,4.17,rain,0,0,35.3,27.6,341.4,1019.8,85.2,8,151.1,13,6,,2018-02-01T06:17:27,2018-02-01T17:44:00,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-02-02,21.1,17,18.9,21.1,17,18.9,14.3,74.8,0.008,100,4.17,rain,0,0,36.7,16.5,318.1,1020.4,90,7.4,174.8,15.1,7,,2018-02-02T06:17:13,2018-02-02T17:44:30,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-02-03,21,17,18.3,21,17,18.3,13.4,73.1,0.03,100,4.17,rain,0,0,40.3,18.3,340.1,1022.5,90.9,8.9,150.6,13,6,,2018-02-03T06:16:59,2018-02-03T17:44:58,0.59,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-02-04,22,16,18.5,22,16,18.5,12.9,70.4,0,0,0,,0,0,25.6,24,340.5,1021.6,72.1,7.6,143.9,12.3,6,,2018-02-04T06:16:43,2018-02-04T17:45:27,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-02-05,19.2,16,17.9,19.2,16,17.9,13.4,75.6,0.051,100,12.5,rain,0,0,40.3,27.6,343.4,1022.9,88.2,7.2,93.6,8,4,,2018-02-05T06:16:26,2018-02-05T17:45:54,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-02-06,18,15,16.4,18,15,16.4,10.8,69.6,0.001,100,4.17,rain,0,0,35.6,20.5,321.5,1021.4,91.5,7.5,90.4,7.8,3,,2018-02-06T06:16:08,2018-02-06T17:46:22,0.68,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-02-07,22,13.4,18,22,13.4,18,11.8,68,0,0,0,,0,0,24.8,18.3,344.7,1018.6,84.5,7.5,230.8,19.8,9,,2018-02-07T06:15:49,2018-02-07T17:46:48,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB,remote"
"Đà Nẵng, Việt Nam",2018-02-08,22,17,18.7,22,17,18.7,13.9,74.3,0.208,100,8.33,rain,0,0,25.2,27.6,343.9,1017.3,75.3,7.3,210.5,18.3,8,,2018-02-08T06:15:29,2018-02-08T17:47:14,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-02-09,26,17,20.9,26,17,20.9,16.7,77.7,0,0,0,,0,0,23,15,136.9,1014.1,57.6,6.9,265.9,23,9,,2018-02-09T06:15:08,2018-02-09T17:47:40,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-02-10,26,17,21.6,26,17,21.6,18.6,83.9,0,0,0,,0,0,24.8,16.5,106.1,1015.1,46.2,6.1,264.4,22.8,9,,2018-02-10T06:14:46,2018-02-10T17:48:05,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-02-11,24.7,20,21.7,24.7,20,21.7,19.9,89.7,0.121,100,12.5,rain,0,0,27.7,20.5,359.7,1019,82.1,6.1,234.2,20.2,8,,2018-02-11T06:14:22,2018-02-11T17:48:29,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-02-12,22.1,19,20.8,22.1,19,20.8,18.6,87.8,3.418,100,16.67,rain,0,0,37.1,20.5,5.7,1022.3,91.9,5.8,210.8,18.2,8,,2018-02-12T06:13:58,2018-02-12T17:48:53,0.88,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-02-13,23,17,19.6,23,17,19.6,17.3,86.7,4.091,100,12.5,rain,0,0,33.5,13,339.5,1021.8,77.5,6.9,215.7,18.6,8,,2018-02-13T06:13:33,2018-02-13T17:49:16,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-02-14,25,15,20.1,25,15,20.1,16.5,81.1,0,0,0,,0,0,20.5,14.8,140.6,1017.5,52.7,7.4,270.2,23.5,9,,2018-02-14T06:13:07,2018-02-14T17:49:39,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-02-15,26,17,21.3,26,17,21.3,18.4,84.1,0,0,0,,0,0,21.2,14,121.4,1014.4,42.9,6.7,278.6,24.2,10,,2018-02-15T06:12:40,2018-02-15T17:50:01,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-02-16,28,18,22.4,29.7,18,22.6,19.1,83,0,0,0,,0,0,22,13,99.3,1013.8,43.8,7.6,255.3,22.1,9,,2018-02-16T06:12:12,2018-02-16T17:50:23,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-02-17,29,19,23.4,30.3,19,23.7,19.4,79.5,0,0,0,,0,0,22,17.6,118.2,1014.2,55,9,275.5,23.8,10,,2018-02-17T06:11:43,2018-02-17T17:50:44,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-02-18,27,22,24.5,29.7,22,25,21.6,84.5,0,0,0,,0,0,22.7,14.5,115.5,1014.1,76.4,7.7,222.4,19.2,8,,2018-02-18T06:11:14,2018-02-18T17:51:04,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-02-19,28,23,24.7,31.3,23,25.2,22.6,88.4,0,0,0,,0,0,23.8,16.6,113.6,1014,77.1,7.3,254.6,22,9,,2018-02-19T06:10:43,2018-02-19T17:51:24,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-02-20,28,22.7,24.8,31.3,22.7,25.2,22.2,85.9,0,0,0,,0,0,24.5,20.5,127.4,1012.7,60.8,7,268.8,23.2,9,,2018-02-20T06:10:12,2018-02-20T17:51:44,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-02-21,28.1,23.6,25.1,31.4,23.6,25.6,22,83,0,0,0,,0,0,27.7,18.3,117.2,1011.4,75.9,7.9,275.3,23.7,10,,2018-02-21T06:09:39,2018-02-21T17:52:02,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,48852099999"
"Đà Nẵng, Việt Nam",2018-02-22,27.1,23.8,24.9,29.7,23.8,25,22.7,87.6,0,0,0,,0,0,28.4,16.6,95.2,1013.2,86.2,8.3,251.3,21.7,9,,2018-02-22T06:09:06,2018-02-22T17:52:21,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-02-23,24.4,19,22.5,24.4,19,22.5,20,85.8,0.12,100,8.33,rain,0,0,34.2,22.3,347.6,1015.7,90.9,7.7,241.8,21.1,8,,2018-02-23T06:08:32,2018-02-23T17:52:39,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-02-24,25.4,20,22.2,25.4,20,22.2,19,82.5,0,0,0,,0,0,20.9,20.5,343.5,1016.5,74.4,8.7,269.4,23.3,9,,2018-02-24T06:07:58,2018-02-24T17:52:56,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-02-25,26.4,21,23,26.4,21,23,20.1,84.1,0,0,0,,0,0,24.1,18.3,348.5,1016.2,88.3,8.6,263,22.8,9,,2018-02-25T06:07:23,2018-02-25T17:53:13,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48855099999,VVDN,48852099999,VVPB"
"Đà Nẵng, Việt Nam",2018-02-26,26,22,23.3,26,22,23.3,20.2,83,0.004,100,4.17,rain,0,0,24.5,18.3,340.1,1015.9,80.2,10.5,251.4,21.7,9,,2018-02-26T06:06:47,2018-02-26T17:53:30,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48855099999,VVDN,48852099999,VVPB"
